data/year,data/month,data/dayOfMonth,data/hourOfDay,data/minute,data/second,textoIdentificador,valor,descricao,numeroDOC,classificada,tipos/0,tipos/1
2017,6,10,8,15,23,PGS-CH PRÓP COOP/AG,-399,,002.370,false,OUTROS,
2017,6,10,8,15,23,PGS-CH PRÓP COOP/AG,-1640.87,,002.449,false,OUTROS,
2017,6,10,8,15,23,CRÉD.LIQ.COBRANÇA,993.12,,0000008644,false,OUTRAS_RECEITAS,
2017,6,10,8,15,23,TARIFA COBRANÇA,-8.7,,0000008644,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,11,8,15,23,CRED LIQ COB,89.15,CRED TIT INEXISTENTE NN 4005-1,40051,false,OUTRAS_RECEITAS,
2017,6,11,8,15,23,CRÉD.LIQ.COBRANÇA,391.42,,0000007800,false,OUTRAS_RECEITAS,
2017,6,11,8,15,23,TARIFA COBRANÇA,-5.8,,0000007800,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,12,8,15,23,CHEQUE PAGO CAIXA,-116,,002.381,false,OUTROS,
2017,6,12,8,15,23,CHEQUE PAGO CAIXA,-238.7,,002.386,false,OUTROS,
2017,6,12,8,15,23,CHEQUE PAGO CAIXA,-340,,002.441,false,OUTROS,
2017,6,12,8,15,23,TAR.SERV.COBRANÇA,-2.9,REF NN 4005-1,TARIFA,false,OUTROS,
2017,6,12,8,15,23,CHEQUE PAGO CAIXA,-20000,,002.458,false,OUTROS,
2017,6,12,8,15,23,CRÉD.LIQ.COBRANÇA,2252.25,,0000001444,false,OUTRAS_RECEITAS,
2017,6,12,8,15,23,CRÉD.LIQ.COBRANÇA,173.62,,ICP-4291,false,OUTRAS_RECEITAS,
2017,6,12,8,15,23,TARIFA COBRANÇA,-5.8,,ICP-4291,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,12,8,15,23,TARIFA COBRANÇA,-11.6,,0000001444,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,13,8,15,23,CRÉD.TED-STR,3300,RUHTRA COMERCIO DE PECAS PARA VEICULOS A - CODIGO TED: T159231718,56617489,false,OUTRAS_RECEITAS,
2017,6,13,8,15,23,FORN. FL. CH. TALÃO,-40.5,,17,false,OUTROS,
2017,6,14,8,15,23,PGS-CH PRÓP COOP/AG,-1300.37,,002.450,false,OUTROS,
2017,6,14,8,15,23,PGS-CH PRÓP COOP/AG,-1404.84,,002.455,false,OUTROS,
2017,6,14,8,15,23,CRÉD.LIQ.COBRANÇA,1068.19,,0000040503,false,OUTRAS_RECEITAS,
2017,6,14,8,15,23,CRÉD.LIQ.COBRANÇA,86.81,,ICP-4291,false,OUTRAS_RECEITAS,
2017,6,14,8,15,23,TARIFA COBRANÇA,-2.9,,ICP-4291,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,14,8,15,23,TARIFA COBRANÇA,-5.8,,0000040503,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,17,8,15,23,CHEQUE PAGO CAIXA,-250,,002.387,false,OUTROS,
2017,6,17,8,15,23,PGS-CH PRÓP COOP/AG,-4666,,002.393,false,OUTROS,
2017,6,17,8,15,23,CHQ CMP INTEGRADA,-272.2,,002.383,false,OUTROS,
2017,6,17,8,15,23,CRÉD.LIQ.COBRANÇA,6474.11,,0000008336,false,OUTRAS_RECEITAS,
2017,6,17,8,15,23,CRÉD.LIQ.COBRANÇA,868.1,,ICP-4291,false,OUTRAS_RECEITAS,
2017,6,17,8,15,23,TARIFA COBRANÇA,-40.6,,0000008336,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,17,8,15,23,TARIFA COBRANÇA,-29,,ICP-4291,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,18,8,15,23,CHEQUE PAGO CAIXA,-300,,002.388,false,OUTROS,
2017,6,18,8,15,23,PGS-CH PRÓP COOP/AG,-450,,002.444,false,OUTROS,
2017,6,18,8,15,23,CHEQUE PAGO CAIXA,-500,,002.389,false,OUTROS,
2017,6,18,8,15,23,PGS-CH PRÓP COOP/AG,-1530.55,,002.494,false,OUTROS,
2017,6,18,8,15,23,CRÉD.LIQ.COBRANÇA,3771.11,,0000009116,false,OUTRAS_RECEITAS,
2017,6,18,8,15,23,CRÉD.LIQ.COBRANÇA,173.62,,ICP-4291,false,OUTRAS_RECEITAS,
2017,6,18,8,15,23,TARIFA COBRANÇA,-5.8,,ICP-4291,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,18,8,15,23,TARIFA COBRANÇA,-17.4,,0000009116,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,19,8,15,23,CHEQUE PAGO CAIXA,-50,,002.400,false,OUTROS,
2017,6,19,8,15,23,CHEQUE PAGO CAIXA,-50,,002.505,false,OUTROS,
2017,6,19,8,15,23,PGS-CH PRÓP COOP/AG,-7035.21,,002.460,false,OUTROS,
2017,6,19,8,15,23,PGS-CH PRÓP COOP/AG,-91.45,,002.394,false,OUTROS,
2017,6,19,8,15,23,CRÉD.LIQ.COBRANÇA,2322.48,,0000008952,false,OUTRAS_RECEITAS,
2017,6,19,8,15,23,CRÉD.LIQ.COBRANÇA,173.62,,ICP-4291,false,OUTRAS_RECEITAS,
2017,6,19,8,15,23,TARIFA COBRANÇA,-5.8,,ICP-4291,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,19,8,15,23,TARIFA COBRANÇA,-11.6,,0000008952,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,20,8,15,23,PGS-CH PRÓP COOP/AG,-136.5,,002.447,false,OUTROS,
2017,6,20,8,15,23,PGS-CH PRÓP COOP/AG,-23.34,,002.452,false,OUTROS,
2017,6,20,8,15,23,PGS-CH PRÓP COOP/AG,-162.55,,002.453,false,OUTROS,
2017,6,20,8,15,23,CHQ CMP INTEGRADA,-21691.49,,002.234,false,OUTROS,
2017,6,20,8,15,23,CHQ CMP INTEGRADA,-500,,002.405,false,OUTROS,
2017,6,20,8,15,23,CRED LIQ COB,583.88,CRED TIT INEXISTENTE NN 980-4,9804,false,OUTRAS_RECEITAS,
2017,6,20,8,15,23,CRÉD.LIQ.COBRANÇA,60686.53,,0000008232,false,OUTRAS_RECEITAS,
2017,6,20,8,15,23,CRÉD.LIQ.COBRANÇA,8811.21,,ICP-4291,false,OUTRAS_RECEITAS,
2017,6,20,8,15,23,TARIFA COBRANÇA,-292.9,,ICP-4291,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,20,8,15,23,TARIFA COBRANÇA,-333.5,,0000008232,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,20,8,15,23,TARIFA PRÉ-DEPÓSITO,-21.69,,67,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,21,8,15,23,TAR.SERV.COBRANÇA,-2.9,REF A TITU INEXISTENTE NN:980-4,TARIFA,false,OUTROS,
2017,6,21,8,15,23,CHEQUE PAGO CAIXA,-100,,002.502,false,OUTROS,
2017,6,21,8,15,23,PGS-CH PRÓP COOP/AG,-130,,002.379,false,OUTROS,
2017,6,21,8,15,23,CHQ CMP INTEGRADA,-1693.13,,002.372,false,OUTROS,
2017,6,21,8,15,23,CHQ CMP INTEGRADA,-250,,002.392,false,OUTROS,
2017,6,21,8,15,23,CHQ CMP INTEGRADA,-3895,,002.403,false,OUTROS,
2017,6,21,8,15,23,CRED LIQ COB,86.81,CRED TIT INEXISTENTE NN 4035-2,40352,false,OUTRAS_RECEITAS,
2017,6,21,8,15,23,CRED LIQ COB,100.45,CRED TIT INEXISTENTE NN 3326-2,33262,false,OUTRAS_RECEITAS,
2017,6,21,8,15,23,CRED LIQ COB,86.81,CRED TIT INEXISTENTE NN 4030-6,40306,false,OUTRAS_RECEITAS,
2017,6,21,8,15,23,CRED LIQ COB,86.81,CRED TIT INEXISTENTE NN 4026-6,40266,false,OUTRAS_RECEITAS,
2017,6,21,8,15,23,CRED LIQ COB,86.81,CRED TIT INEXISTENTE NN 4029-8,40298,false,OUTRAS_RECEITAS,
2017,6,21,8,15,23,CRED LIQ COB,86.81,CRED TIT INEXISTENTE NN 4033-8,40338,false,OUTRAS_RECEITAS,
2017,6,21,8,15,23,CRED LIQ COB,86.81,CRED TIT INEXISTENTE NN 4034-5,40345,false,OUTRAS_RECEITAS,
2017,6,21,8,15,23,CRED LIQ COB,43.4,CRED TIT INEXISTENTE NN 4025-9,40259,false,OUTRAS_RECEITAS,
2017,6,21,8,15,23,CRED LIQ COB,86.81,CRED TIT INEXISTENTE NN 4027-3,40273,false,OUTRAS_RECEITAS,
2017,6,21,8,15,23,CRED LIQ COB,86.81,CRED TIT INEXISTENTE NN 4031-3,40313,false,OUTRAS_RECEITAS,
2017,6,21,8,15,23,CRED LIQ COB,86.81,CRED TIT INEXISTENTE NN 4032-0,40320,false,OUTRAS_RECEITAS,
2017,6,21,8,15,23,CRED LIQ COB,86.81,CRED TIT INEXISTENTE NN 4028-0,40280,false,OUTRAS_RECEITAS,
2017,6,21,8,15,23,CRÉD.LIQ.COBRANÇA,5603.71,,0000006910,false,OUTRAS_RECEITAS,
2017,6,21,8,15,23,TARIFA COBRANÇA,-31.9,,0000006910,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,24,8,15,23,TAR.SERV.COBRANÇA,-34.8,REF A TITULO INEXISTENTE NN:4035-2/3326-2 - 4030-6/4026-6/4029-8/4033-8 - 4034-5/4025-9/4027-3/4031-3 - 4032-0/4028-0,TARIFA,false,OUTROS,
2017,6,24,8,15,23,CH COOP/AG.DEP.CTA,-21652.08,,002.459,false,OUTROS,
2017,6,24,8,15,23,PGS-CH PRÓP COOP/AG,-430,,002.446,false,OUTROS,
2017,6,24,8,15,23,PGS-CH PRÓP COOP/AG,-299.5,,002.384,false,OUTROS,
2017,6,24,8,15,23,CHQ CMP INTEGRADA,-500,,002.406,false,OUTROS,
2017,6,24,8,15,23,CHQ CMP INTEGRADA,-272,,002.442,false,OUTROS,
2017,6,24,8,15,23,CRED LIQ COB,510.88,CRED TIT INEXISTENTE NN 3418-5,34185,false,OUTRAS_RECEITAS,
2017,6,24,8,15,23,CRÉD.LIQ.COBRANÇA,2500.33,,0000007628,false,OUTRAS_RECEITAS,
2017,6,24,8,15,23,TARIFA COBRANÇA,-11.6,,0000007628,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,25,8,15,23,TAR.SERV.COBRANÇA,-2.9,REF A TIT INEXISTENTE NN:3418-5,TARIFA,false,OUTROS,
2017,6,25,8,15,23,CHQ CMP INTEGRADA,-409,,002.506,false,OUTROS,
2017,6,25,8,15,23,CRÉD.LIQ.COBRANÇA,2099.26,,0000008945,false,OUTRAS_RECEITAS,
2017,6,25,8,15,23,CRÉD.LIQ.COBRANÇA,89.99,,ICP-4291,false,OUTRAS_RECEITAS,
2017,6,25,8,15,23,TARIFA COBRANÇA,-2.9,,ICP-4291,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,25,8,15,23,TARIFA COBRANÇA,-11.6,,0000008945,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,26,8,15,23,CHQ CMP INTEGRADA,-1000,,002.391,false,OUTROS,
2017,6,26,8,15,23,CHQ CMP INTEGRADA,-163,,002.510,false,OUTROS,
2017,6,28,8,15,23,CHEQUE PAGO CAIXA,-100,,002.509,false,OUTROS,
2017,6,31,8,15,23,CHEQUE PAGO CAIXA,-1170.18,,002.514,false,OUTROS,
2017,6,31,8,15,23,CHEQUE PAGO CAIXA,-1450.61,,002.515,false,OUTROS,
2017,6,31,8,15,23,PGS-CH PRÓP COOP/AG,-664.9,,002.378,false,OUTROS,
2017,6,31,8,15,23,PGS-CH PRÓP COOP/AG,-251.7,,002.377,false,OUTROS,
2017,6,31,8,15,23,PGS-CH PRÓP COOP/AG,-155.6,,002.508,false,OUTROS,
2017,6,31,8,15,23,PGS-CH PRÓP COOP/AG,-2731.56,,002.511,false,OUTROS,
2017,6,31,8,15,23,PGS-CH PRÓP COOP/AG,-116,,002.518,false,OUTROS,
2017,6,31,8,15,23,PGS-CH PRÓP COOP/AG,-140.21,,002.517,false,OUTROS,
2017,6,31,8,15,23,CRED LIQ COB,498.94,CRED TIT JA LIQUIDADO 111-1,1111,false,OUTRAS_RECEITAS,
2017,6,31,8,15,23,CRÉD.LIQ.COBRANÇA,4076.93,,0000020662,false,OUTRAS_RECEITAS,
2017,6,31,8,15,23,CRÉD.LIQ.COBRANÇA,173.62,,ICP-4291,false,OUTRAS_RECEITAS,
2017,6,31,8,15,23,TARIFA COBRANÇA,-5.8,,ICP-4291,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,6,31,8,15,23,TARIFA COBRANÇA,-14.5,,0000020662,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,1,0,0,0,Saldo Corrente,29922.64,Saldo inicial do mes,00000000,true,OUTRAS_RECEITAS,SALDO_CORRENTE
2017,7,1,8,15,21,DEB.PARC.SUBS/INTEG,-50,,4990,false,OUTROS,
2017,7,1,8,15,21,TAR.SERV.COBRANÇA,-2.9,ref a tit inexistente nn:111-1,TARIFA,false,OUTROS,
2017,7,1,8,15,21,CRÉD.LIQ.COBRANÇA,2585.99,,0000006830,false,OUTRAS_RECEITAS,
2017,7,1,8,15,21,CRÉD.LIQ.COBRANÇA,352.27,,ICP-4291,false,OUTRAS_RECEITAS,
2017,7,1,8,15,21,TARIFA COBRANÇA,-11.6,,ICP-4291,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,1,8,15,21,TARIFA COBRANÇA,-11.6,,0000006830,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,1,8,15,21,DEB PACOTE TARIFAS,-28.75,,129,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,1,0,0,0,RDC - Longo CDI,2537.74,Valor aplicacao no mes,11111111,true,OUTRAS_RECEITAS,VALOR_APLICACAO
2017,7,2,8,15,21,CHEQUE PAGO CAIXA,-1225.85,,002.522,false,OUTROS,
2017,7,2,8,15,21,PGS-CH PRÓP COOP/AG,-256.7,,002.454,false,OUTROS,
2017,7,2,8,15,21,PGS-CH PRÓP COOP/AG,-1053.88,,002.395,false,OUTROS,
2017,7,2,8,15,21,PGS-CH PRÓP COOP/AG,-325,,002.396,false,OUTROS,
2017,7,2,8,15,21,CRÉD.LIQ.COBRANÇA,1971.77,,0000020820,false,OUTRAS_RECEITAS,
2017,7,2,8,15,21,CRÉD.LIQ.COBRANÇA,265.8,,ICP-4593,false,OUTRAS_RECEITAS,
2017,7,2,8,15,21,TARIFA COBRANÇA,-8.7,,ICP-4593,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,2,8,15,21,TARIFA COBRANÇA,-14.5,,0000020820,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,3,8,15,21,CHEQUE PAGO CAIXA,-2260,,002.516,false,OUTROS,
2017,7,3,8,15,21,CHQ CMP INTEGRADA,-2400,,002.382,false,OUTROS,
2017,7,3,8,15,21,CRÉD.LIQ.COBRANÇA,615.61,,0000040607,false,OUTRAS_RECEITAS,
2017,7,3,8,15,21,TARIFA COBRANÇA,-2.9,,0000040607,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,3,8,15,21,FORN. FL. CH. TALÃO,-40.5,,17,false,OUTROS,
2017,7,4,8,15,21,CHEQUE PAGO CAIXA,-250,,002.520,false,OUTROS,
2017,7,4,8,15,21,CRÉD.LIQ.COBRANÇA,1228.5,,0000020164,false,OUTRAS_RECEITAS,
2017,7,4,8,15,21,CRÉD.LIQ.COBRANÇA,260.43,,ICP-4291,false,OUTRAS_RECEITAS,
2017,7,4,8,15,21,TARIFA COBRANÇA,-8.7,,ICP-4291,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,4,8,15,21,TARIFA COBRANÇA,-5.8,,0000020164,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,7,8,15,21,PGS-CH PRÓP COOP/AG,-867.73,,002.526,false,OUTROS,
2017,7,7,8,15,21,PGS-CH PRÓP COOP/AG,-268,,002.504,false,OUTROS,
2017,7,7,8,15,21,CRÉD.LIQ.COBRANÇA,1338.53,,0000001451,false,OUTRAS_RECEITAS,
2017,7,7,8,15,21,CRÉD.LIQ.COBRANÇA,86.81,,ICP-4291,false,OUTRAS_RECEITAS,
2017,7,7,8,15,21,TARIFA COBRANÇA,-8.7,,0000001451,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,7,8,15,21,TARIFA COBRANÇA,-2.9,,ICP-4291,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,8,8,15,21,CHEQUE PAGO CAIXA,-150,,002.523,false,OUTROS,
2017,7,8,8,15,21,CRED LIQ COB,89.09,CRED TIT INEXISTENTE NN 4113-2,41132,false,OUTRAS_RECEITAS,
2017,7,8,8,15,21,TAR.SERV.COBRANÇA,-2.9,REF A TIT INEXISTENTE NN:4113-2,TARIFA,false,OUTROS,
2017,7,8,8,15,21,CRÉD.LIQ.COBRANÇA,1639.93,,0000009449,false,OUTRAS_RECEITAS,
2017,7,8,8,15,21,CRÉD.LIQ.COBRANÇA,260.43,,ICP-4593,false,OUTRAS_RECEITAS,
2017,7,8,8,15,21,TARIFA COBRANÇA,-8.7,,ICP-4593,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,8,8,15,21,TARIFA COBRANÇA,-11.6,,0000009449,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,8,8,15,21,FORN. FL. CH. TALÃO,-27,,17,false,OUTROS,
2017,7,9,8,15,21,CH COOP/AG.DEP.CTA,-20000,,002.529,false,OUTROS,
2017,7,9,8,15,21,CHEQUE PAGO CAIXA,-237,,002.532,false,OUTROS,
2017,7,10,8,15,21,CHEQUE PAGO CAIXA,-50,,002.551,false,OUTROS,
2017,7,10,8,15,21,CHEQUE PAGO CAIXA,-500,,002.552,false,OUTROS,
2017,7,10,8,15,21,PGS-CH PRÓP COOP/AG,-88,,002.533,false,OUTROS,
2017,7,10,8,15,21,PGS-CH PRÓP COOP/AG,-10363.44,,002.536,false,OUTROS,
2017,7,11,8,15,21,CHQ CMP INTEGRADA,-1461.78,,002.549,false,OUTROS,
2017,7,11,8,15,21,CRÉD.LIQ.COBRANÇA,1689.94,,0000040653,false,OUTRAS_RECEITAS,
2017,7,11,8,15,21,TARIFA COBRANÇA,-5.8,,0000040653,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,14,8,15,21,CRÉD.LIQ.COBRANÇA,1147.79,,0000021206,false,OUTRAS_RECEITAS,
2017,7,14,8,15,21,CRÉD.LIQ.COBRANÇA,260.43,,ICP-4593,false,OUTRAS_RECEITAS,
2017,7,14,8,15,21,TARIFA COBRANÇA,-8.7,,ICP-4593,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,14,8,15,21,TARIFA COBRANÇA,-8.7,,0000021206,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,15,8,15,21,CHEQUE PAGO CAIXA,-100,,002.542,false,OUTROS,
2017,7,15,8,15,21,PGS-CH PRÓP COOP/AG,-136.26,,002.540,false,OUTROS,
2017,7,15,8,15,21,PGS-CH PRÓP COOP/AG,-96.14,,002.550,false,OUTROS,
2017,7,15,8,15,21,CRÉD.LIQ.COBRANÇA,726.9,,0000020157,false,OUTRAS_RECEITAS,
2017,7,15,8,15,21,CRÉD.LIQ.COBRANÇA,86.81,,ICP-4593,false,OUTRAS_RECEITAS,
2017,7,15,8,15,21,TARIFA COBRANÇA,-2.9,,ICP-4593,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,15,8,15,21,TARIFA COBRANÇA,-2.9,,0000020157,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,16,8,15,21,PGS-CH PRÓP COOP/AG,-1640.87,,002.538,false,OUTROS,
2017,7,16,8,15,21,CRÉD.LIQ.COBRANÇA,4228.48,,0000020085,false,OUTRAS_RECEITAS,
2017,7,16,8,15,21,CRÉD.LIQ.COBRANÇA,86.81,,ICP-4593,false,OUTRAS_RECEITAS,
2017,7,16,8,15,21,TARIFA COBRANÇA,-2.9,,ICP-4593,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,16,8,15,21,TARIFA COBRANÇA,-20.3,,0000020085,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,17,8,15,21,PGS-CH PRÓP COOP/AG,-310,,002.503,false,OUTROS,
2017,7,17,8,15,21,CHQ CMP INTEGRADA,-181.9,,002.524,false,OUTROS,
2017,7,17,8,15,21,CRÉD.LIQ.COBRANÇA,1371.48,,0000020118,false,OUTRAS_RECEITAS,
2017,7,17,8,15,21,CRÉD.LIQ.COBRANÇA,86.81,,ICP-4593,false,OUTRAS_RECEITAS,
2017,7,17,8,15,21,TARIFA COBRANÇA,-2.9,,ICP-4593,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,17,8,15,21,TARIFA COBRANÇA,-8.7,,0000020118,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,18,8,15,21,PGS-CH PRÓP COOP/AG,-4666,,002.553,false,OUTROS,
2017,7,18,8,15,21,CRÉD.LIQ.COBRANÇA,8972.59,,0000020140,false,OUTRAS_RECEITAS,
2017,7,18,8,15,21,CRÉD.LIQ.COBRANÇA,4861.36,,ICP-4593,false,OUTRAS_RECEITAS,
2017,7,18,8,15,21,TARIFA COBRANÇA,-162.4,,ICP-4593,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,18,8,15,21,TARIFA COBRANÇA,-46.4,,0000020140,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,21,8,15,21,PGS-CH PRÓP COOP/AG,-95,,002.535,false,OUTROS,
2017,7,21,8,15,21,CRED LIQ COB,583.88,CRED TIT INEXISTENTE NN 2158-5,21585,false,OUTRAS_RECEITAS,
2017,7,21,8,15,21,CRED LIQ COB,91.24,CRED TIT INEXISTENTE NN 3870-6,38706,false,OUTRAS_RECEITAS,
2017,7,21,8,15,21,TAR.SERV.COBRANÇA,-5.8,REF A TIT INEXISTENTE,38706,false,OUTROS,
2017,7,21,8,15,21,CRÉD.LIQ.COBRANÇA,57472.01,,0000009266,false,OUTRAS_RECEITAS,
2017,7,21,8,15,21,CRÉD.LIQ.COBRANÇA,3038.35,,ICP-4593,false,OUTRAS_RECEITAS,
2017,7,21,8,15,21,TARIFA COBRANÇA,-98.6,,ICP-4593,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,21,8,15,21,TARIFA COBRANÇA,-316.1,,0000009266,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,22,8,15,21,PGS-CH PRÓP COOP/AG,-7800.79,,002.554,false,OUTROS,
2017,7,22,8,15,21,CH COOP/AG.DEP.CTA,-21649.37,,002.530,false,OUTROS,
2017,7,22,8,15,21,CRED LIQ COB,502.4,CRED TIT JA LIQUIDADO NN 111-1,1111,false,OUTRAS_RECEITAS,
2017,7,22,8,15,21,CRED LIQ COB,89.5,CRED TIT INEXISTENTE NN 4169-4,41694,false,OUTRAS_RECEITAS,
2017,7,22,8,15,21,CRED LIQ COB,86.81,CRED TIT INEXISTENTE NN 4174-1,41741,false,OUTRAS_RECEITAS,
2017,7,22,8,15,21,CRED LIQ COB,88.61,CRED TIT INEXISTENTE NN 4175-9,41759,false,OUTRAS_RECEITAS,
2017,7,22,8,15,21,TAR.SERV.COBRANÇA,-11.6,REF A TIT INEXISTENTE,41759,false,OUTROS,
2017,7,22,8,15,21,CRÉD.LIQ.COBRANÇA,1687.54,,0000020100,false,OUTRAS_RECEITAS,
2017,7,22,8,15,21,TARIFA COBRANÇA,-8.7,,0000020100,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,22,8,15,21,FORN. FL. CH. TALÃO,-27,,17,false,OUTROS,
2017,7,23,8,15,21,CHQ CMP INTEGRADA,-1000,,002.519,false,OUTROS,
2017,7,23,8,15,21,CHQ CMP INTEGRADA,-150,,002.528,false,OUTROS,
2017,7,23,8,15,21,CHQ CMP INTEGRADA,-124,,002.556,false,OUTROS,
2017,7,23,8,15,21,CRÉD.LIQ.COBRANÇA,372.29,,0000020852,false,OUTRAS_RECEITAS,
2017,7,23,8,15,21,CRÉD.LIQ.COBRANÇA,89.4,,ICP-4593,false,OUTRAS_RECEITAS,
2017,7,23,8,15,21,TARIFA COBRANÇA,-2.9,,ICP-4593,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,23,8,15,21,TARIFA COBRANÇA,-2.9,,0000020852,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,24,8,15,21,PGS-CH PRÓP COOP/AG,-179,,002.560,false,OUTROS,
2017,7,24,8,15,21,PGS-CH PRÓP COOP/AG,-207.54,,002.501,false,OUTROS,
2017,7,24,8,15,21,CRED LIQ COB,154.01,CRED TIT INEXISTENTE NN 4111-8,41118,false,OUTRAS_RECEITAS,
2017,7,24,8,15,21,TAR.SERV.COBRANÇA,-2.9,REF A TIT INEXISTENTE,41118,false,OUTROS,
2017,7,24,8,15,21,CRÉD.LIQ.COBRANÇA,1713.39,,0000041393,false,OUTRAS_RECEITAS,
2017,7,24,8,15,21,TARIFA COBRANÇA,-5.8,,0000041393,true,DESPESAS_ADMINISTRATIVAS,TARIFAS_BANCARIAS
2017,7,25,8,15,21,PGS-CH PRÓP COOP/AG,-1296.89,,002.539,false,OUTROS,
2017,7,25,8,15,21,PGS-CH PRÓP COOP/AG,-5821.54,,002.543,false,OUTROS,
2017,7,25,8,15,21,PGS-CH PRÓP COOP/AG,-5378.78,,002.545,false,OUTROS,
2017,7,25,8,15,21,PGS-CH PRÓP COOP/AG,-5428.64,,002.544,false,OUTROS,
2017,7,25,8,15,21,CHEQUE PAGO CAIXA,-937.35,,002.595,false,OUTROS,
2017,7,25,8,15,21,PGS-CH PRÓP COOP/AG,-664.9,,002.397,false,OUTROS,
2017,7,25,8,15,21,PGS-CH PRÓP COOP/AG,-244.15,,002.534,false,OUTROS,
2017,7,25,8,15,21,PGS-CH PRÓP COOP/AG,-155.6,,002.531,false,OUTROS,
2017,7,25,8,15,21,PGS-CH PRÓP COOP/AG,-251.7,,002.398,false,OUTROS,
2017,7,25,8,15,21,PGS-CH PRÓP COOP/AG,-191.17,,002.558,false,OUTROS,
2017,7,25,8,15,21,PGS-CH PRÓP COOP/AG,-24.11,,002.593,false,OUTROS,
2017,7,25,8,15,21,PGS-CH PRÓP COOP/AG,-163.71,,002.594,false,OUTROS,
2017,7,28,8,15,21,CHEQUE PAGO CAIXA,-100,,002.590,false,OUTROS,
2017,7,28,8,15,21,CHQ CMP INTEGRADA,-1800,,002.555,false,OUTROS,
2017,7,28,8,15,21,CRÉD.LIQ.COBRANÇA,150,,0000041970,false,OUTRAS_RECEITAS,
